person_id,income,debt,late_payments,loan_amount
ID_883,3575,3425,1,251380
ID_884,14367,420,9,305676
ID_885,6283,2053,0,10800
ID_886,9976,843,6,498877
ID_887,8716,2391,9,408674
ID_888,11532,3307,6,347535
ID_889,11385,3286,1,392460
ID_890,3736,3800,1,262913
ID_891,4168,1563,7,226178
ID_892,14702,4985,0,302540
ID_893,10806,3602,9,194257
ID_894,3657,280,0,480725
ID_895,5324,3237,3,305477
ID_896,9791,1949,6,340091
ID_897,10423,4883,6,285230
ID_898,8518,4863,5,199208
ID_899,14656,2708,1,143686
ID_900,14033,4004,0,40807
ID_901,2915,4755,9,447368
ID_902,3175,1714,3,312508
ID_903,9464,1928,9,403332
ID_904,6270,4049,7,33602
ID_905,8238,3701,1,480152
ID_906,5928,187,2,110416
ID_907,8609,2758,5,424167
ID_908,9248,4206,6,14399
ID_909,11365,248,1,92831
ID_910,9012,2725,5,98248
ID_911,11338,4644,3,209712
ID_912,4451,3849,9,272949
ID_913,13917,4154,0,471013
ID_914,12297,2859,7,161549
ID_915,4339,3394,1,344871
ID_916,6460,4457,3,375089
ID_917,9823,281,6,391534
ID_918,11035,3066,3,403523
ID_919,3057,4980,7,465221
ID_920,11734,3627,5,96221
ID_921,7408,638,7,29916
ID_922,14399,3434,5,277679
ID_923,10930,2982,6,489334
ID_924,9328,4069,8,213158
ID_925,9200,293,7,174044
ID_926,13139,3219,5,376872
ID_927,10783,169,3,79275
ID_928,14609,4103,1,388510
ID_929,5624,4004,2,158227
ID_930,6669,4921,3,281571
ID_931,3483,979,3,165019
ID_932,7330,3173,5,212886
ID_933,5680,2478,0,56037
ID_934,3741,4718,0,223828
ID_935,13066,4905,2,400654
ID_936,6413,2027,9,270883
ID_937,14407,4223,9,249528
ID_938,2093,3001,3,313417
ID_939,14271,2369,8,178261
ID_940,8809,4810,3,41473
ID_941,3606,1639,1,142838
ID_942,13367,342,5,261193
ID_943,12514,3483,8,37970
ID_944,7451,345,6,31367
ID_945,6597,4121,6,78825
ID_946,13826,691,6,65484
ID_947,9512,2782,5,76714
ID_948,8388,1915,7,62288
ID_949,2832,3274,5,65556
ID_950,11338,3828,6,126244
ID_951,7152,3563,9,386322
ID_952,10952,3011,7,479755
ID_953,12315,145,9,162235
ID_954,7449,1737,9,83401
ID_955,3796,2144,4,472584
ID_956,8851,3257,6,413412
ID_957,8117,538,4,339656
ID_958,9452,3799,6,48862
ID_959,2309,1257,6,140248
ID_960,8276,668,4,270698
ID_961,9470,934,8,444079
ID_962,6698,3368,2,63236
ID_963,6577,1693,7,469543
ID_964,8959,14,6,446682
ID_965,4690,1320,0,390118
ID_966,14836,872,0,213494
ID_967,8973,3000,7,33644
ID_968,4491,1642,2,12618
ID_969,10365,375,5,38726
ID_970,14147,4013,6,34272
ID_971,11624,995,2,454232
ID_972,3126,1993,5,169200
ID_973,8320,2776,4,409645
ID_974,10750,2167,1,165741
ID_975,14730,2269,3,340851
ID_976,13458,4563,6,18058
ID_977,8906,4402,5,424195
ID_978,8127,3654,3,404512
ID_979,7824,3430,5,299032
ID_980,3389,451,2,266775
ID_981,7295,1437,8,486872
ID_982,12792,4380,9,153658
ID_983,11117,3863,7,334183
ID_984,13829,4204,3,124316
ID_985,10594,1939,2,73537
ID_986,13989,1985,1,78573
ID_987,6561,4165,0,60503
ID_988,11061,4202,9,347053
ID_989,10086,532,6,378624
ID_990,14413,3432,1,383992
ID_991,4935,2902,9,487239
ID_992,2238,365,6,368919
ID_993,8610,2855,4,123623
ID_994,10263,3274,4,447554
ID_995,10682,3666,9,402410
ID_996,8387,165,5,441232
ID_997,12281,426,4,459683
ID_998,13308,3325,4,254427
ID_999,11667,191,1,273536
ID_1000,7929,2973,5,169295
ID_1001,12764,4977,9,69449
ID_1002,14210,1588,8,383081
ID_1003,6201,3176,9,136191
ID_1004,4674,2038,6,398600
ID_1005,9013,4595,4,321420
ID_1006,9003,347,9,74691
ID_1007,9929,4022,8,315593
ID_1008,10543,3100,7,88219
ID_1009,13700,1110,1,419852
ID_1010,11318,1226,6,395083
ID_1011,8387,436,1,490768
ID_1012,5715,961,9,438132
ID_1013,9063,2147,6,489093
ID_1014,11081,4685,4,455828
ID_1015,9586,1635,3,105211
ID_1016,13423,951,0,476697
ID_1017,5617,814,5,229509
ID_1018,9172,4718,7,435294
ID_1019,2725,1930,2,338559
ID_1020,13752,941,2,157626
ID_1021,7400,2321,5,196404
ID_1022,2526,4061,5,425810
ID_1023,12159,4747,4,73343
ID_1024,3318,3410,4,261381
ID_1025,14640,4085,0,44001
ID_1026,2959,1044,8,191757
ID_1027,2235,4733,5,469547
ID_1028,2666,1133,5,110777
ID_1029,4765,4023,9,415444
ID_1030,6656,4654,1,280698
ID_1031,10402,3887,7,495957
ID_1032,5763,989,6,432206
ID_1033,7126,1297,2,157725
ID_1034,14175,3672,1,317671
ID_1035,2875,1527,8,260483
ID_1036,12907,4983,5,419208
ID_1037,11308,1313,6,481037
ID_1038,6196,1008,6,18830
ID_1039,13635,517,9,191377
ID_1040,7347,3318,8,400199
ID_1041,5488,2460,6,383480
ID_1042,9330,1762,7,23519
ID_1043,2186,3516,6,335271
ID_1044,8193,4400,2,344275
ID_1045,14090,3009,6,356824
ID_1046,13309,42,7,21179
ID_1047,10659,2660,8,55207
ID_1048,7958,1344,9,204038
ID_1049,8011,205,6,121591
ID_1050,12594,1467,5,287999
ID_1051,2775,1099,9,229350
ID_1052,5737,4080,6,398151
ID_1053,14917,3457,8,352471
ID_1054,4245,3089,1,246896
ID_1055,12850,3790,3,51357
ID_1056,2915,436,6,340701
ID_1057,11872,3862,8,129171
ID_1058,9607,1516,2,371834
ID_1059,10370,3626,4,238441
ID_1060,11420,190,9,246402
ID_1061,3797,4959,1,356631
ID_1062,3148,4337,3,332135
ID_1063,14855,116,3,70022
ID_1064,8559,2722,0,28988
ID_1065,4646,2554,7,33865
ID_1066,9373,3011,6,350374
ID_1067,13289,1573,9,305984
ID_1068,6662,3414,7,417648
ID_1069,14794,573,9,362296
ID_1070,5088,3548,3,424704
ID_1071,8383,1946,9,245284
ID_1072,7337,3875,0,17294
ID_1073,5157,2930,4,52192
ID_1074,6204,1687,1,144197
ID_1075,10149,770,3,378119
ID_1076,5054,2021,0,481271
ID_1077,5345,3096,5,392052
ID_1078,11693,2313,7,336135
ID_1079,6721,3554,7,20603
ID_1080,9281,1597,9,259519
ID_1081,12799,346,8,436993
ID_1082,8868,4069,7,171636
ID_1083,13110,2960,6,65890
ID_1084,9020,4989,7,94614
ID_1085,9424,4828,8,120348
ID_1086,14628,3693,5,83040
ID_1087,13114,4485,9,14138
ID_1088,4777,892,5,361109
ID_1089,7626,4957,7,420080
ID_1090,14478,1084,3,367775
ID_1091,14552,1498,0,421804
ID_1092,8306,1975,7,408753
ID_1093,3077,4751,2,122277
ID_1094,8962,3357,3,152825
ID_1095,8665,3560,8,53919
ID_1096,13803,3659,4,138447
ID_1097,9382,628,5,327179
ID_1098,10661,449,6,113758
ID_1099,5323,3180,1,366993
ID_1100,7425,2334,1,318526
ID_1101,2699,3405,8,487970
ID_1102,5438,3299,1,301064
ID_1103,6288,157,2,149395
ID_1104,9709,4923,1,50843
ID_1105,6813,1346,0,218141
ID_1106,14287,3978,5,494200
ID_1107,14796,3581,0,267392
ID_1108,8504,1298,2,177016
ID_1109,10509,2183,8,98975
ID_1110,8577,1699,5,57978
ID_1111,13355,1925,1,386889
ID_1112,2268,4245,4,359165
ID_1113,6841,2794,6,273312
ID_1114,6419,922,7,52275
ID_1115,7836,500,7,56082
ID_1116,12110,2549,1,397467
ID_1117,4927,1900,3,93461
ID_1118,14921,4410,7,45466
ID_1119,2869,292,8,379550
ID_1120,4460,1719,7,114428
ID_1121,8836,469,0,197401
ID_1122,5160,358,1,24967
ID_1123,9212,2779,4,469851
ID_1124,12624,1832,9,405404
ID_1125,7231,3909,3,284257
ID_1126,3091,3492,2,420310
ID_1127,12455,304,1,271973
ID_1128,2416,1265,9,117862
ID_1129,12556,310,9,130725
ID_1130,13096,3134,7,255141
ID_1131,13341,3790,2,35640
ID_1132,3973,3324,3,181438
ID_1133,5134,253,7,56502
ID_1134,12278,1978,3,486879
ID_1135,12791,794,9,385500
ID_1136,14189,1249,9,181567
ID_1137,8007,3996,4,385190
ID_1138,12911,1030,0,366542
ID_1139,12210,2898,3,454703
ID_1140,3018,3166,6,394378
ID_1141,2710,1553,9,416122
ID_1142,2964,4266,1,476797
ID_1143,13602,543,3,279284
ID_1144,6356,2373,6,118909
ID_1145,13167,3489,9,159387
ID_1146,11478,4842,7,118944
ID_1147,9265,3649,7,494993
ID_1148,7145,4464,7,367358
ID_1149,11343,1455,0,303395
ID_1150,8111,2943,6,100312
ID_1151,13374,833,4,195333
ID_1152,12429,4041,5,449115
ID_1153,13119,63,0,366189
ID_1154,6179,1765,2,391891
ID_1155,8648,2854,8,453554
ID_1156,2801,1273,3,133686
ID_1157,13933,1010,7,75874
ID_1158,11009,3814,5,188678
ID_1159,14212,3740,9,148184
ID_1160,11180,3093,4,263914
ID_1161,13510,174,8,203892
ID_1162,12066,2750,0,395990
ID_1163,7755,4801,8,354241
ID_1164,3027,2674,2,386088
ID_1165,8736,4181,0,429757
ID_1166,5996,4778,9,497423
ID_1167,8767,1411,7,257479
ID_1168,10594,2361,6,499147
ID_1169,11801,1943,1,275843
ID_1170,5167,1052,6,460249
ID_1171,10593,461,7,434684
ID_1172,10478,2451,1,411803
ID_1173,2246,1086,7,482166
ID_1174,4716,4965,3,440793
ID_1175,9980,325,8,216068
ID_1176,2797,3651,1,82931
ID_1177,5171,4592,8,273324
ID_1178,10780,3077,3,441707
ID_1179,3852,2735,7,331594
ID_1180,12767,1074,2,421519
ID_1181,9299,2234,8,138659
ID_1182,6355,1340,2,404197
ID_1183,7116,3210,7,303201
ID_1184,5138,4173,9,356190
ID_1185,9610,2397,2,285985
ID_1186,5737,4289,5,264537
ID_1187,6337,1215,7,53968
ID_1188,3913,4168,7,268132
ID_1189,9799,2403,2,498274
ID_1190,13822,493,4,184280
ID_1191,4434,4987,7,346009
ID_1192,9048,1623,3,30946
ID_1193,10930,3794,0,189171
ID_1194,10882,2422,8,427153
ID_1195,14923,2075,8,333772
ID_1196,6705,2361,4,162693
ID_1197,11159,3756,2,27623
ID_1198,4728,3004,1,311156
ID_1199,4071,3072,9,326012
ID_1200,6234,2752,6,251037
ID_1201,10223,3932,1,484536
ID_1202,9636,3153,1,225136
ID_1203,14427,2414,8,20424
ID_1204,7488,1321,7,63886
ID_1205,12210,1547,1,233141
ID_1206,2179,3583,2,444770
ID_1207,4670,4768,0,428199
ID_1208,2190,1990,8,348982
ID_1209,6542,3603,4,130880
ID_1210,7514,546,6,444564
ID_1211,4522,908,7,326406
ID_1212,9691,2224,8,166424
ID_1213,11425,1261,4,301742
ID_1214,13041,1579,6,328722
ID_1215,8911,2536,1,287067
ID_1216,5433,375,5,424874
ID_1217,10268,3456,0,485751
ID_1218,14755,3087,9,202106
ID_1219,12890,1435,0,498915
ID_1220,14685,2384,5,354098
ID_1221,8723,4714,4,465634
ID_1222,10434,2662,6,62182
ID_1223,8630,233,7,271943
ID_1224,4847,4,0,163797
ID_1225,4166,3208,5,325182
ID_1226,11624,33,2,146083
ID_1227,12961,2787,9,293417
ID_1228,2610,2526,7,54016
ID_1229,14760,4767,9,236008
ID_1230,6157,1057,7,391082
ID_1231,3653,4363,9,58500
ID_1232,8136,727,8,110664
ID_1233,11573,448,5,352715
ID_1234,11718,3079,7,404736
ID_1235,11727,3584,0,100400
ID_1236,9041,4972,4,391297
ID_1237,6131,4386,8,314550
ID_1238,13818,4865,7,453832
ID_1239,14023,1030,2,274602
ID_1240,2347,1361,6,50857
ID_1241,3846,3765,2,105354
ID_1242,8169,2221,0,261195
ID_1243,12793,2460,0,280904
ID_1244,9008,4351,7,244029
ID_1245,3588,1546,6,386273
ID_1246,4853,387,6,387252
ID_1247,2917,3113,8,87442
ID_1248,12595,635,2,58208
ID_1249,3690,1517,1,405192
ID_1250,9880,2314,9,234481
ID_1251,9966,2469,2,78108
ID_1252,5408,3,5,427355
ID_1253,14913,1070,7,222725
ID_1254,4920,4609,2,172419
ID_1255,6943,2955,2,54443
ID_1256,11987,3123,5,475427
ID_1257,13014,993,2,478862
ID_1258,14160,918,5,488251
ID_1259,3134,222,8,124121
ID_1260,12346,2325,8,393711
ID_1261,4497,4928,5,396404
ID_1262,7822,338,7,263909
ID_1263,8514,1490,9,203305
ID_1264,9391,1431,8,272287
ID_1265,7772,2274,6,326101
ID_1266,6818,2200,3,244774
ID_1267,7903,1594,8,386821
ID_1268,3205,2068,6,350335
ID_1269,5386,4714,8,242772
ID_1270,14659,2363,0,295806
ID_1271,12934,1353,4,311525
ID_1272,7647,301,7,51605
ID_1273,14968,3486,5,436108
ID_1274,10956,4860,4,103537
ID_1275,3201,3020,8,461931
ID_1276,9968,3299,5,293445
ID_1277,5205,4528,0,280438
ID_1278,7449,3822,1,237648
ID_1279,6372,4472,5,209440
ID_1280,10346,180,0,376282
ID_1281,11351,1204,1,349843
ID_1282,14952,4719,2,495555
ID_1283,13349,4920,6,424101
ID_1284,10687,3290,5,20698
ID_1285,8300,729,5,231484
ID_1286,11332,2689,7,456100
ID_1287,3272,4740,3,405567
ID_1288,4768,1773,1,217850
ID_1289,9142,4095,3,174635
ID_1290,7193,4171,5,486079
ID_1291,13376,163,8,441558
ID_1292,7143,4635,1,267142
ID_1293,5271,1180,0,327059
ID_1294,5846,2907,2,171824
ID_1295,13998,3497,1,88822
ID_1296,2549,4453,2,182793
ID_1297,4432,2553,1,290666
ID_1298,12852,3961,4,285034
ID_1299,14012,3469,0,139338
ID_1300,14070,12,7,18117
ID_1301,7831,4846,2,304043
ID_1302,4690,1380,5,46155
ID_1303,8871,4337,0,345142
ID_1304,6514,2463,3,306484
ID_1305,14861,2039,4,113065
ID_1306,14473,3417,0,439058
ID_1307,9612,1136,5,217728
ID_1308,14810,4565,6,374764
ID_1309,10394,1836,5,321732
ID_1310,12580,3139,7,281867
ID_1311,13070,1994,1,483134
ID_1312,13187,2861,0,101803
ID_1313,3259,846,2,123013
ID_1314,8363,3661,0,253612
ID_1315,6844,992,0,276447
ID_1316,12968,1540,8,499015
ID_1317,12856,995,2,247864
ID_1318,2581,2109,8,398582
ID_1319,8243,1793,4,433311
ID_1320,8613,498,2,395633
ID_1321,6364,3806,0,238257
ID_1322,11325,1218,0,472340
ID_1323,12255,3944,2,459653
ID_1324,7263,3108,1,287381
ID_1325,6779,2171,5,132428
ID_1326,7995,2733,5,172355
ID_1327,6779,2470,6,370980
ID_1328,5296,3028,9,64969
ID_1329,12311,1133,2,385615
ID_1330,9672,3605,5,184648
ID_1331,10648,3108,4,248812
ID_1332,7202,4501,0,327954
ID_1333,14294,4957,8,468431
ID_1334,10176,327,7,485332
ID_1335,7783,4139,3,222852
ID_1336,4651,3920,2,54090
ID_1337,9491,1193,9,103127
ID_1338,4075,3293,7,212386
ID_1339,10701,2501,6,161124
ID_1340,3413,3766,0,174702
ID_1341,12219,4621,0,272110
ID_1342,11605,4876,7,106167
ID_1343,6365,1080,4,262766
ID_1344,3941,2849,3,493361
ID_1345,4426,1170,2,470866
ID_1346,14819,4831,5,98729
ID_1347,6417,1391,0,166099
ID_1348,10232,4844,0,313549
ID_1349,2145,4524,7,137029
ID_1350,5123,2446,4,75427
ID_1351,3088,972,9,96451
ID_1352,7485,2569,0,13909
ID_1353,2472,995,5,361435
ID_1354,6159,1276,6,27581
ID_1355,2349,2895,8,405958
ID_1356,4213,2018,8,364541
ID_1357,10864,2896,5,189596
ID_1358,10453,3143,2,475034
ID_1359,12921,1435,9,471521
ID_1360,8482,3373,7,460679
ID_1361,10892,124,8,25397
ID_1362,7332,4386,7,446137
ID_1363,12596,746,5,362743
ID_1364,3966,3973,6,75927
ID_1365,4559,833,9,401040
ID_1366,6156,4528,5,175980
ID_1367,10475,958,0,147379
ID_1368,4390,1750,3,383851
ID_1369,8306,4433,1,288247
ID_1370,5946,4885,0,462929
ID_1371,5217,1981,7,459817
ID_1372,5491,2690,4,224032
ID_1373,13702,3318,7,484418
ID_1374,2144,2858,1,97677
ID_1375,12288,386,4,142770
ID_1376,13366,847,4,425756
ID_1377,6795,1370,1,268862
ID_1378,11497,199,5,27083
ID_1379,5226,3633,1,276647
ID_1380,10642,2051,5,111189
ID_1381,6365,4085,5,169382
ID_1382,2472,111,4,215499
ID_1383,9781,4907,3,272036
ID_1384,7790,436,7,58067
ID_1385,7704,2158,8,284491
ID_1386,11516,1494,3,339766
ID_1387,9335,4620,5,200037
ID_1388,5148,3299,4,309295
ID_1389,11867,1691,3,90726
ID_1390,2903,3543,5,202357
ID_1391,6345,3619,8,172474
ID_1392,14689,4080,0,349537
ID_1393,13544,4202,5,350622
ID_1394,2529,1207,3,498918
ID_1395,5313,3628,9,484153
ID_1396,5361,3248,8,401904
ID_1397,6265,2819,8,313150
ID_1398,3156,4912,7,177457
ID_1399,11427,2282,0,490494
ID_1400,4574,637,9,24272
ID_1401,14353,3452,4,333830
ID_1402,3686,2222,9,495219
ID_1403,2304,4008,1,468724
ID_1404,5435,4912,1,33141
ID_1405,6079,3853,2,485121
ID_1406,3801,3169,3,406559
ID_1407,11784,1435,0,204983
ID_1408,7110,4297,7,51961
ID_1409,3163,3980,6,366992
ID_1410,10068,527,1,313831
ID_1411,5307,4291,2,390390
ID_1412,2789,1059,4,403856
ID_1413,12832,4325,0,471953
ID_1414,12299,467,3,151914
ID_1415,4678,478,7,134600
ID_1416,8185,520,6,466607
ID_1417,3228,1409,2,216670
ID_1418,5003,1072,5,347612
ID_1419,14805,4739,1,147721
ID_1420,5635,383,3,73370
ID_1421,8592,3800,3,197505
ID_1422,2538,1223,0,452693
ID_1423,4606,4572,4,448341
ID_1424,3850,2537,1,388613
ID_1425,2687,2786,9,326996
ID_1426,12154,2319,6,327272
ID_1427,4791,632,5,374028
ID_1428,11768,3740,7,383870
ID_1429,12970,4775,8,292183
ID_1430,7299,4490,1,382254
ID_1431,9789,1265,4,261313
ID_1432,5145,166,4,440740
ID_1433,14775,3804,8,411070
ID_1434,6786,4145,2,364683
ID_1435,11078,1347,0,121794
ID_1436,3730,1670,3,286769
ID_1437,12640,4829,1,448820
ID_1438,3592,2195,8,266242
ID_1439,11961,4597,7,343075
ID_1440,11794,672,5,395985
ID_1441,8542,2348,7,145508
ID_1442,3068,4117,7,267094
ID_1443,8486,460,6,148692
ID_1444,3684,4180,5,381134
ID_1445,2179,289,9,46385
ID_1446,6972,119,6,434706
ID_1447,10116,1091,2,457428
ID_1448,2161,581,0,396201
ID_1449,11307,1255,2,364947
ID_1450,13785,2548,5,497972
ID_1451,11438,3125,3,460619
ID_1452,12680,4871,2,372206
ID_1453,8582,3313,6,143362
ID_1454,4803,4932,0,456572
ID_1455,2729,3157,9,31128
ID_1456,7228,408,6,111996
ID_1457,6153,503,9,19338
ID_1458,14314,4651,3,382928
ID_1459,5699,1940,2,163145
ID_1460,6715,309,5,478223
ID_1461,11137,4463,8,357288
ID_1462,9074,1639,3,380827
ID_1463,14331,1832,4,61349
ID_1464,14751,3922,6,261858
ID_1465,4076,4653,4,46821
ID_1466,10311,167,3,383431
ID_1467,10625,2881,7,54696
ID_1468,5122,1193,6,458023
ID_1469,11572,1230,3,414658
ID_1470,13282,1772,6,237713
ID_1471,7966,2402,2,472799
ID_1472,8006,2246,9,293202
ID_1473,7096,236,6,62866
ID_1474,2702,1168,7,64792
ID_1475,7071,2922,4,187729
ID_1476,5819,4985,8,263246
ID_1477,5454,2099,4,385587
ID_1478,9595,651,8,250467
ID_1479,14496,4762,4,25056
ID_1480,10534,3004,4,494359
ID_1481,10254,3641,4,427815
ID_1482,5609,3384,8,445527
ID_1483,4949,2201,6,60447
ID_1484,14370,4251,5,163560
ID_1485,7524,2412,0,37294
ID_1486,12281,3289,6,353980
ID_1487,11017,1547,7,131595
ID_1488,6227,340,6,37202
ID_1489,14760,4827,0,145872
ID_1490,8349,2857,6,220818
ID_1491,8107,3187,9,96438
ID_1492,10192,3637,8,132616
ID_1493,9113,3929,5,106313
ID_1494,5156,536,8,339789
ID_1495,7739,4610,8,236988
ID_1496,14446,4501,8,418435
ID_1497,10900,130,2,58690
ID_1498,11661,3844,4,17675
ID_1499,11624,503,2,133829
ID_1500,11410,4366,2,11438
ID_1501,2457,3829,8,318047
ID_1502,8463,4424,1,97105
ID_1503,2193,1692,7,139165
ID_1504,8628,1396,3,336275
ID_1505,13340,4284,9,245208
ID_1506,5798,461,7,354663
ID_1507,7689,675,9,300237
ID_1508,3742,1213,2,16706
ID_1509,10812,2547,1,109238
ID_1510,10146,1661,0,247153
ID_1511,11621,4501,6,269676
ID_1512,12915,993,9,78743
ID_1513,6983,3094,2,243012
ID_1514,12264,3572,2,30776
ID_1515,10406,4879,6,446098
ID_1516,13760,3362,1,236419
ID_1517,5827,681,2,260407
ID_1518,4908,4837,8,230973
ID_1519,10953,2873,8,172726
ID_1520,11384,1081,5,341340
ID_1521,8127,1350,0,417936
ID_1522,13778,3622,9,414838
ID_1523,5604,983,4,82847
ID_1524,12968,3134,0,414399
ID_1525,13396,3051,7,422585
ID_1526,13879,2571,2,259934
ID_1527,4003,1364,6,381859
ID_1528,2347,814,2,89187
ID_1529,8938,3879,2,355578
ID_1530,2449,4042,0,107507
ID_1531,9696,3561,4,157161
ID_1532,6132,4542,5,154802
ID_1533,7585,2774,4,169188
ID_1534,4496,2392,0,89612
ID_1535,6820,218,4,308976
ID_1536,5209,4575,1,131285
ID_1537,14408,4028,0,122614
ID_1538,5448,3332,6,358774
ID_1539,11738,1432,5,161741
ID_1540,5786,265,4,469157
ID_1541,7371,891,4,336160
ID_1542,13312,1141,6,422621
ID_1543,11876,285,5,63563
ID_1544,2221,1809,7,299275
ID_1545,5946,2021,7,380556
ID_1546,6866,3415,8,293688
ID_1547,13727,321,2,479805
ID_1548,13854,3665,0,352689
ID_1549,9922,2637,5,441194
ID_1550,8289,3137,1,98950
ID_1551,9958,1117,8,461815
ID_1552,8559,935,1,262482
ID_1553,6390,61,5,195939
ID_1554,11197,1997,8,99722
ID_1555,6718,1291,1,141191
ID_1556,12601,1847,2,233026
ID_1557,2012,2074,3,371938
ID_1558,7670,1213,9,195631
ID_1559,5766,1498,8,87817
ID_1560,3458,2189,3,124861
ID_1561,5536,3905,5,312505
ID_1562,12104,3182,2,462486
ID_1563,7370,435,5,232057
ID_1564,3926,768,3,305883
ID_1565,7746,2520,7,102742
ID_1566,4495,1095,8,322536
ID_1567,10174,4136,4,307087
ID_1568,6131,422,9,203187
ID_1569,9430,1745,8,166693
ID_1570,11606,3896,1,60139
ID_1571,10924,3592,4,331344
ID_1572,2963,940,5,357088
ID_1573,6886,2983,1,290243
ID_1574,12590,4294,0,210830
ID_1575,3991,718,0,425631
ID_1576,7874,2457,3,234846
ID_1577,11681,714,0,69332
ID_1578,12894,4128,3,52487
ID_1579,2465,1026,9,152809
ID_1580,3750,3919,7,132692
ID_1581,11423,1378,1,376067
ID_1582,8739,997,6,485217
ID_1583,13541,1738,7,314590
ID_1584,3431,2633,6,29456
ID_1585,3177,1661,8,261844
ID_1586,14752,1273,8,340562
ID_1587,7738,803,8,180220
ID_1588,7309,4621,5,128548
ID_1589,5508,3128,7,193419
ID_1590,6740,2873,1,154663
ID_1591,14821,18,9,275284
ID_1592,12563,4363,4,390745
ID_1593,4890,4845,8,66141
ID_1594,3086,2539,9,325564
ID_1595,4355,1730,0,482961
ID_1596,10717,131,6,214594
ID_1597,14275,144,9,418812
ID_1598,4578,4302,4,78591
ID_1599,5052,2589,9,146360
ID_1600,11870,10,4,341603
ID_1601,9197,2090,5,40746
ID_1602,11829,61,9,20196
ID_1603,5750,1011,2,29860
ID_1604,8901,4573,2,325327
ID_1605,3057,1007,0,243893
ID_1606,12528,2804,2,25167
ID_1607,10461,4205,1,197843
ID_1608,6290,3731,7,44437
ID_1609,6336,3135,4,28273
ID_1610,6476,3763,4,190651
ID_1611,3141,4436,7,189351
ID_1612,10248,1776,4,53898
ID_1613,4589,4876,0,143614
ID_1614,13229,1535,6,236516
ID_1615,12321,2591,0,152885
ID_1616,6729,168,6,442717
ID_1617,14935,1987,4,421265
ID_1618,14361,2383,6,379853
ID_1619,14410,839,5,151187
ID_1620,12656,1439,9,382571
ID_1621,14556,54,5,291226
ID_1622,12239,1706,2,169265
ID_1623,9496,4467,2,371510
ID_1624,11364,703,7,247784
ID_1625,12882,1431,5,116413
ID_1626,14677,1226,8,174620
ID_1627,14619,772,0,13734
ID_1628,11437,2015,4,93955
ID_1629,3590,545,9,275136
ID_1630,2898,2861,3,160458
ID_1631,8742,4435,9,312293
ID_1632,11213,4332,6,299422
ID_1633,10334,3747,2,82379
ID_1634,8234,4787,4,65071
ID_1635,7271,4298,7,221798
ID_1636,7666,4809,2,409088
ID_1637,4375,438,6,105840
ID_1638,10894,908,6,205491
ID_1639,6424,292,4,284919
ID_1640,7162,563,3,197104
ID_1641,6565,4851,6,313712
ID_1642,8608,3394,8,471914
ID_1643,8173,3259,2,187950
ID_1644,4299,703,3,104682
ID_1645,2757,3588,7,158665
ID_1646,4532,428,3,45259
ID_1647,7715,1334,1,369822
ID_1648,4119,118,9,136922
ID_1649,4269,78,0,437985
ID_1650,3916,1518,7,38677
ID_1651,6248,2019,4,128239
ID_1652,8940,2034,4,224526
ID_1653,14260,2913,3,186753
ID_1654,3644,576,8,460461
ID_1655,2019,150,4,204525
ID_1656,14713,3356,3,61008
ID_1657,14558,3632,2,107513
ID_1658,6494,110,7,284653
ID_1659,8005,4621,8,336733
ID_1660,6344,1171,7,316371
ID_1661,13738,1781,0,414569
ID_1662,5141,4022,8,413760
ID_1663,13854,1427,2,140033
ID_1664,10324,1868,4,274192
ID_1665,9723,3467,3,310305
ID_1666,6648,2468,4,207378
ID_1667,9896,4366,9,30270
ID_1668,14233,485,5,263847
ID_1669,3108,1405,7,484036
ID_1670,13634,4054,7,236612
ID_1671,6275,2639,0,413993
ID_1672,12303,1558,4,441891
ID_1673,9642,808,9,250912
ID_1674,12650,937,1,92870
ID_1675,7224,2423,1,206320
ID_1676,3145,3330,7,495987
ID_1677,3328,3465,0,482925
ID_1678,4095,1590,5,444447
ID_1679,12745,4377,1,206784
ID_1680,14124,277,4,497924
ID_1681,3463,3391,3,180207
ID_1682,14634,1285,3,409269
ID_1683,6122,787,8,411958
ID_1684,4582,53,6,239608
ID_1685,2553,527,6,358591
ID_1686,13337,2961,9,471740
ID_1687,13926,1991,8,311078
ID_1688,11983,4836,8,249037
ID_1689,4670,1521,5,220854
ID_1690,14627,1891,3,44433
ID_1691,11488,3615,4,216247
ID_1692,4727,4373,5,352137
ID_1693,10390,1835,2,195940
ID_1694,4790,955,8,466651
ID_1695,13833,942,4,366945
ID_1696,10838,4031,7,126870
ID_1697,5283,3222,6,120764
ID_1698,4086,3154,4,430588
ID_1699,5169,4500,7,80199
ID_1700,13240,4269,2,413460
ID_1701,8918,4517,2,378464
ID_1702,8839,4414,1,133100
ID_1703,4999,393,4,225239
ID_1704,2488,3267,2,240499
ID_1705,3549,3134,4,132035
ID_1706,6300,1812,4,135806
ID_1707,9519,2873,0,149413
ID_1708,8137,4278,6,90189
ID_1709,3566,1666,2,63273
ID_1710,13041,893,5,381320
ID_1711,9636,4745,4,32947
ID_1712,4123,4033,6,412836
ID_1713,4796,1355,3,229123
ID_1714,4624,1484,6,376439
ID_1715,5830,4807,2,85858
ID_1716,13880,1655,1,297536
ID_1717,9136,4204,5,94694
ID_1718,10824,50,1,174320
ID_1719,12156,4409,7,391129
ID_1720,10316,4157,5,160878
ID_1721,12281,2725,8,396706
